Data de vencimento,Número,Nome,Valor,Saldo,Situação,Liquidação,Data,Tipo,Descrição,Descrição - Portador,Nome - Vendedor,Data de vencimento original
07/2025,35751341/10,Fundação de Apoio à Universidade de São Paulo - USP,"564,55","564,55",Em aberto,00/00/0000,25/10/2024,-,Treinamento e Aperfeiçoamento,Itaú,-,31/07/2025
07/2025,13/66/10,PRONAMPE,"3.934,12","3.934,12",Em aberto,00/00/0000,27/10/2024,-,Financiamento/capital de giro,Sicredi,-,28/07/2025
07/2025,6466/9,Google Internet,"8.000,00","8.000,00",Em aberto,00/00/0000,06/11/2024,-,Google,Itaú,-,15/07/2025
07/2025,6478/9,MICROSOFT,45,45,Em aberto,00/00/0000,06/11/2024,-,Microsoft,Itaú,-,15/07/2025
07/2025,6490/9,Mercado Livre,"6.097,38","6.097,38",Em aberto,00/00/0000,06/11/2024,-,Mercado Livre Ads,Itaú,-,15/07/2025
07/2025,6692/9,FOCUS DESENVOLVIMENTO GERENCIAL LTDA,"2.667,00","2.667,00",Em aberto,00/00/0000,22/11/2024,-,-,Itaú,-,28/07/2025
07/2025,6741/7,CORREIOS,"11.000,00","11.000,00",Em aberto,00/00/0000,23/11/2024,-,Correios,Itaú,-,11/07/2025
,,,"73.195,63","73.195,63",,,,,,,,
08/2025,,HYPER CONSULTORIA,0,0,Em aberto,00/00/0000,27/01/2024,-,-,Itaú,-,15/08/2025
08/2025,,HYPER CONSULTORIA,"2.500,00","2.500,00",Em aberto,00/00/0000,27/01/2024,-,-,Itaú,-,29/08/2025
08/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,27/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,15/08/2025
08/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,27/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,29/08/2025
08/2025,1457/19,Mercado Livre,"17.623,78","17.623,78",Em aberto,00/00/0000,19/02/2024,-,Financiamento/capital de giro,Caixa,-,18/08/2025
08/2025,391905/18,LM Transportes Interestaduais Serviços e Comercio S/A,"1.789,00","1.789,00",Em aberto,00/00/0000,23/02/2024,-,Locações de máquinas e equipamentos,Itaú,-,11/08/2025
08/2025,1/36/13,Itau,"4.393,57","4.393,57",Em aberto,00/00/0000,14/08/2024,-,Financiamento/capital de giro,Itaú,-,26/08/2025
08/2025,5642/10,Aliança Imóveis,"8.000,00","8.000,00",Em aberto,00/00/0000,17/09/2024,Boleto Bancário,Aluguel,Itaú,-,16/08/2025
08/2025,PREVISÃO/12,Simples Nacional,"1.195,69","1.195,69",Em aberto,00/00/0000,19/09/2024,-,Impostos sobre vendas,Itaú,-,29/08/2025
08/2025,28572031/11,Boa Vista Serviços S/A,"101,07","101,07",Em aberto,00/00/0000,26/09/2024,-,Boa Vista Analise de Credito,Itaú,-,08/08/2025
08/2025,11823/11,Gotarget Softwares Ltda,200,200,Em aberto,00/00/0000,02/10/2024,Boleto Bancário,Gotarget,Itaú,-,05/08/2025
08/2025,146131/10,Seguros Sura S/A,"63,64","63,64",Em aberto,00/00/0000,04/10/2024,Boleto Bancário,-,Itaú,-,03/08/2025
08/2025,09/2024/11,Sabesp,"304,51","304,51",Em aberto,00/00/0000,12/10/2024,Boleto Bancário,Água,Itaú,-,25/08/2025
08/2025,11/2024,EDP,"515,25","515,25",Em aberto,00/00/0000,14/10/2024,Boleto Bancário,Energia elétrica,Itaú,-,18/08/2025
08/2025,6073/11,Bling Organisys Software,425,425,Em aberto,00/00/0000,16/10/2024,Boleto Bancário,BLING,Itaú,-,16/08/2025
08/2025,6111/11,BR24 SERVICES,"585,83","585,83",Em aberto,00/00/0000,17/10/2024,-,BR24,Sicredi,-,28/08/2025
08/2025,6123/11,PANDA VIDEO,"60,5","60,5",Em aberto,00/00/0000,17/10/2024,-,PANDA VIDEO,Sicredi,-,28/08/2025
08/2025,35751341/11,Fundação de Apoio à Universidade de São Paulo - USP,"564,55","564,55",Em aberto,00/00/0000,25/10/2024,-,Treinamento e Aperfeiçoamento,Itaú,-,29/08/2025
08/2025,13/66/11,PRONAMPE,"3.934,12","3.934,12",Em aberto,00/00/0000,27/10/2024,-,Financiamento/capital de giro,Sicredi,-,27/08/2025
08/2025,6466/10,Google Internet,"8.000,00","8.000,00",Em aberto,00/00/0000,06/11/2024,-,Google,Itaú,-,15/08/2025
08/2025,6478/10,MICROSOFT,45,45,Em aberto,00/00/0000,06/11/2024,-,Microsoft,Itaú,-,15/08/2025
08/2025,6490/10,Mercado Livre,"6.097,38","6.097,38",Em aberto,00/00/0000,06/11/2024,-,Mercado Livre Ads,Itaú,-,15/08/2025
08/2025,6692/10,FOCUS DESENVOLVIMENTO GERENCIAL LTDA,"2.667,00","2.667,00",Em aberto,00/00/0000,22/11/2024,-,-,Itaú,-,27/08/2025
08/2025,6741/8,CORREIOS,"11.000,00","11.000,00",Em aberto,00/00/0000,23/11/2024,-,Correios,Itaú,-,11/08/2025
,,,"73.065,89","73.065,89",,,,,,,,
09/2025,,HYPER CONSULTORIA,0,0,Em aberto,00/00/0000,28/01/2024,-,-,Itaú,-,15/09/2025
09/2025,,HYPER CONSULTORIA,"2.500,00","2.500,00",Em aberto,00/00/0000,28/01/2024,-,-,Itaú,-,30/09/2025
09/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,28/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,15/09/2025
09/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,28/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,29/09/2025
09/2025,1457/20,Mercado Livre,"17.623,78","17.623,78",Em aberto,00/00/0000,19/02/2024,-,Financiamento/capital de giro,Caixa,-,17/09/2025
09/2025,391905/19,LM Transportes Interestaduais Serviços e Comercio S/A,"1.789,00","1.789,00",Em aberto,00/00/0000,23/02/2024,-,Locações de máquinas e equipamentos,Itaú,-,10/09/2025
09/2025,1/36/14,Itau,"4.393,57","4.393,57",Em aberto,00/00/0000,14/08/2024,-,Financiamento/capital de giro,Itaú,-,26/09/2025
09/2025,5642/11,Aliança Imóveis,"8.000,00","8.000,00",Em aberto,00/00/0000,17/09/2024,Boleto Bancário,Aluguel,Itaú,-,16/09/2025
09/2025,28572031/12,Boa Vista Serviços S/A,"101,07","101,07",Em aberto,00/00/0000,26/09/2024,-,Boa Vista Analise de Credito,Itaú,-,08/09/2025
09/2025,11823/12,Gotarget Softwares Ltda,200,200,Em aberto,00/00/0000,02/10/2024,Boleto Bancário,Gotarget,Itaú,-,05/09/2025
09/2025,09/2024/12,Sabesp,"304,51","304,51",Em aberto,00/00/0000,12/10/2024,Boleto Bancário,Água,Itaú,-,25/09/2025
09/2025,11/2024,EDP,"515,25","515,25",Em aberto,00/00/0000,14/10/2024,Boleto Bancário,Energia elétrica,Itaú,-,18/09/2025
09/2025,6073/12,Bling Organisys Software,425,425,Em aberto,00/00/0000,16/10/2024,Boleto Bancário,BLING,Itaú,-,16/09/2025
09/2025,6111/12,BR24 SERVICES,"585,83","585,83",Em aberto,00/00/0000,17/10/2024,-,BR24,Sicredi,-,29/09/2025
09/2025,6123/12,PANDA VIDEO,"60,5","60,5",Em aberto,00/00/0000,17/10/2024,-,PANDA VIDEO,Sicredi,-,29/09/2025
09/2025,35751341/12,Fundação de Apoio à Universidade de São Paulo - USP,"564,55","564,55",Em aberto,00/00/0000,25/10/2024,-,Treinamento e Aperfeiçoamento,Itaú,-,30/09/2025
09/2025,13/66/12,PRONAMPE,"3.934,12","3.934,12",Em aberto,00/00/0000,27/10/2024,-,Financiamento/capital de giro,Sicredi,-,29/09/2025
09/2025,6466/11,Google Internet,"8.000,00","8.000,00",Em aberto,00/00/0000,06/11/2024,-,Google,Itaú,-,15/09/2025
09/2025,6478/11,MICROSOFT,45,45,Em aberto,00/00/0000,06/11/2024,-,Microsoft,Itaú,-,15/09/2025
09/2025,6490/11,Mercado Livre,"6.097,38","6.097,38",Em aberto,00/00/0000,06/11/2024,-,Mercado Livre Ads,Itaú,-,15/09/2025
09/2025,6692/11,FOCUS DESENVOLVIMENTO GERENCIAL LTDA,"2.667,00","2.667,00",Em aberto,00/00/0000,22/11/2024,-,-,Itaú,-,29/09/2025
09/2025,6741/9,CORREIOS,"11.000,00","11.000,00",Em aberto,00/00/0000,23/11/2024,-,Correios,Itaú,-,11/09/2025
,,,"71.806,56","71.806,56",,,,,,,,
10/2025,,HYPER CONSULTORIA,0,0,Em aberto,00/00/0000,29/01/2024,-,-,Itaú,-,15/10/2025
10/2025,,HYPER CONSULTORIA,"2.500,00","2.500,00",Em aberto,00/00/0000,29/01/2024,-,-,Itaú,-,30/10/2025
10/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,29/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,15/10/2025
10/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,29/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,29/10/2025
10/2025,1457/21,Mercado Livre,"17.623,78","17.623,78",Em aberto,00/00/0000,19/02/2024,-,Financiamento/capital de giro,Caixa,-,17/10/2025
10/2025,391905/20,LM Transportes Interestaduais Serviços e Comercio S/A,"1.789,00","1.789,00",Em aberto,00/00/0000,23/02/2024,-,Locações de máquinas e equipamentos,Itaú,-,10/10/2025
10/2025,1/36/15,Itau,"4.393,57","4.393,57",Em aberto,00/00/0000,14/08/2024,-,Financiamento/capital de giro,Itaú,-,27/10/2025
10/2025,5642/12,Aliança Imóveis,"8.000,00","8.000,00",Em aberto,00/00/0000,17/09/2024,Boleto Bancário,Aluguel,Itaú,-,16/10/2025
10/2025,13/66/13,PRONAMPE,"3.934,12","3.934,12",Em aberto,00/00/0000,27/10/2024,-,Financiamento/capital de giro,Sicredi,-,27/10/2025
10/2025,6466/12,Google Internet,"8.000,00","8.000,00",Em aberto,00/00/0000,06/11/2024,-,Google,Itaú,-,15/10/2025
10/2025,6478/12,MICROSOFT,45,45,Em aberto,00/00/0000,06/11/2024,-,Microsoft,Itaú,-,15/10/2025
10/2025,6490/12,Mercado Livre,"6.097,38","6.097,38",Em aberto,00/00/0000,06/11/2024,-,Mercado Livre Ads,Itaú,-,15/10/2025
10/2025,6692/12,FOCUS DESENVOLVIMENTO GERENCIAL LTDA,"2.667,00","2.667,00",Em aberto,00/00/0000,22/11/2024,-,-,Itaú,-,27/10/2025
10/2025,6741/10,CORREIOS,"11.000,00","11.000,00",Em aberto,00/00/0000,23/11/2024,-,Correios,Itaú,-,13/10/2025
,,,"69.049,85","69.049,85",,,,,,,,
11/2025,,HYPER CONSULTORIA,0,0,Em aberto,00/00/0000,30/01/2024,-,-,Itaú,-,17/11/2025
11/2025,,HYPER CONSULTORIA,"2.500,00","2.500,00",Em aberto,00/00/0000,30/01/2024,-,-,Itaú,-,28/11/2025
11/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,30/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,17/11/2025
11/2025,qc11501,Mayza Helena Moura Ceschin,"1.500,00","1.500,00",Em aberto,00/00/0000,30/01/2024,Boleto Bancário,Propaganda e publicidade,Itaú,-,28/11/2025
11/2025,1457/22,Mercado Livre,"17.623,78","17.623,78",Em aberto,00/00/0000,19/02/2024,-,Financiamento/capital de giro,Caixa,-,17/11/2025
11/2025,391905/21,LM Transportes Interestaduais Serviços e Comercio S/A,"1.789,00","1.789,00",Em aberto,00/00/0000,23/02/2024,-,Locações de máquinas e equipamentos,Itaú,-,10/11/2025
11/2025,1/36/16,Itau,"4.393,57","4.393,57",Em aberto,00/00/0000,14/08/2024,-,Financiamento/capital de giro,Itaú,-,26/11/2025
11/2025,13/66/14,PRONAMPE,"3.934,12","3.934,12",Em aberto,00/00/0000,27/10/2024,-,Financiamento/capital de giro,Sicredi,-,27/11/2025
11/2025,6741/11,CORREIOS,"11.000,00","11.000,00",Em aberto,00/00/0000,23/11/2024,-,Correios,Itaú,-,11/11/2025
,,,"44.240,47","44.240,47",,,,,,,,
12/2024,1001,H3,"3.200,00","3.200,00",Em aberto,00/00/0000,10/12/2024,Boleto Bancário,Serviço,Itau,Carlos,10/12/2024
